Traction,Time
3.0,6752.0
4.0,6803.0
2.0,6854.0
3.0,6905.0
1.0,6955.0
4.0,7008.0
4.0,7060.0
3.0,7110.0
1.0,7160.0
3.0,7210.0
3.0,7259.0
0.0,7309.0
4.0,7360.0
4.0,7410.0
0.0,7461.0
0.0,7510.0
0.0,7561.0
3.0,7611.0
0.0,7662.0
3.0,7711.0
4.0,7762.0
0.0,7812.0
2.0,7862.0
4.0,7912.0
0.0,7961.0
0.0,8010.0
3.0,8061.0
3.0,8114.0
4.0,8163.0
2.0,8214.0
1.0,8264.0
4.0,8314.0
2.0,8362.0
3.0,8412.0
2.0,8462.0
3.0,8513.0
1.0,8563.0
1.0,8612.0
1.0,8664.0
0.0,8715.0
4.0,8765.0
2.0,8815.0
2.0,8865.0
0.0,8916.0
0.0,8968.0
1.0,9019.0
2.0,9069.0
3.0,9119.0
3.0,9168.0
2.0,9220.0
4.0,9270.0
3.0,9321.0
4.0,9369.0
1.0,9419.0
4.0,9469.0
2.0,9521.0
3.0,9572.0
4.0,9622.0
2.0,9672.0
3.0,9723.0
0.0,9772.0
4.0,9823.0
3.0,9869.0
2.0,9920.0
0.0,9968.0
2.0,10019.0
1.0,10070.0
3.0,10122.0
2.0,10174.0
2.0,10227.0
3.0,10279.0
3.0,10333.0
2.0,10384.0
1.0,10433.0
2.0,10485.0
0.0,10537.0
1.0,10588.0
2.0,10639.0
4.0,10692.0
0.0,10745.0
1.0,10797.0
1.0,10849.0
4.0,10900.0
3.0,10953.0
0.0,11005.0
3.0,11057.0
1.0,11107.0
4.0,11157.0
2.0,11209.0
3.0,11259.0
2.0,11311.0
3.0,11361.0
1.0,11412.0
0.0,11464.0
0.0,11515.0
4.0,11568.0
3.0,11620.0
0.0,11671.0
1.0,11721.0
4.0,11771.0
3.0,11825.0
4.0,11877.0
0.0,11929.0
1.0,11981.0
1.0,12031.0
0.0,12082.0
1.0,12134.0
0.0,12186.0
1.0,12235.0
3.0,12287.0
1.0,12341.0
3.0,12391.0
0.0,12444.0
0.0,12495.0
3.0,12545.0
4.0,12598.0
1.0,12651.0
4.0,12703.0
3.0,12755.0
2.0,12809.0
0.0,12859.0
1.0,12910.0
1.0,12961.0
3.0,13012.0
2.0,13064.0
1.0,13116.0
2.0,13167.0
2.0,13218.0
1.0,13270.0
4.0,13323.0
0.0,13376.0
4.0,13425.0
4.0,13476.0
0.0,13527.0
2.0,13580.0
3.0,13629.0
4.0,13678.0
3.0,13729.0
1.0,13778.0
1.0,13829.0
2.0,13882.0
0.0,13934.0
3.0,13984.0
1.0,14034.0
3.0,14085.0
4.0,14135.0
3.0,14188.0
4.0,14240.0
2.0,14292.0
1.0,14344.0
0.0,14397.0
0.0,14448.0
3.0,14498.0
0.0,14550.0
1.0,14603.0
3.0,14653.0
2.0,14704.0
3.0,14755.0
4.0,14806.0
0.0,14859.0
0.0,14911.0
3.0,14962.0
0.0,15014.0
4.0,15067.0
0.0,15118.0
1.0,15169.0
4.0,15221.0
1.0,15274.0
2.0,15326.0
2.0,15377.0
0.0,15429.0
1.0,15481.0
3.0,15533.0
1.0,15586.0
0.0,15637.0
3.0,15688.0
1.0,15739.0
3.0,15791.0
2.0,15841.0
4.0,15890.0
2.0,15942.0
2.0,15994.0
2.0,16048.0
2.0,16097.0
1.0,16150.0
4.0,16200.0
0.0,16252.0
3.0,16305.0
3.0,16355.0
4.0,16408.0
1.0,16459.0
2.0,16510.0
3.0,16561.0
2.0,16613.0
4.0,16665.0
4.0,16717.0
0.0,16769.0
3.0,16820.0
1.0,16870.0
3.0,16923.0
1.0,16975.0
1.0,17025.0
0.0,17077.0
1.0,17130.0
4.0,17182.0
2.0,17234.0
2.0,17286.0
1.0,17338.0
4.0,17390.0
2.0,17441.0
2.0,17490.0
4.0,17541.0
3.0,17591.0
3.0,17643.0
4.0,17693.0
0.0,17745.0
0.0,17796.0
3.0,17848.0
0.0,17901.0
3.0,17952.0
4.0,18003.0
1.0,18056.0
3.0,18106.0
0.0,18156.0
1.0,18209.0
1.0,18262.0
4.0,18315.0
4.0,18367.0
1.0,18418.0
4.0,18470.0
3.0,18519.0
1.0,18570.0
4.0,18620.0
0.0,18672.0
4.0,18724.0
1.0,18776.0
4.0,18827.0
4.0,18876.0
4.0,18928.0
4.0,18978.0
3.0,19029.0
0.0,19080.0
1.0,19132.0
4.0,19184.0
4.0,19235.0
0.0,19286.0
1.0,19336.0
2.0,19389.0
3.0,19441.0
2.0,19490.0
4.0,19542.0
4.0,19595.0
0.0,19646.0
2.0,19696.0
0.0,19745.0
2.0,19796.0
4.0,19848.0
0.0,19900.0
3.0,19951.0
4.0,20003.0
2.0,20056.0
1.0,20106.0
0.0,20156.0
4.0,20209.0
2.0,20260.0
4.0,20312.0
4.0,20364.0
1.0,20415.0
0.0,20467.0
0.0,20519.0
1.0,20571.0
1.0,20623.0
1.0,20675.0
4.0,20726.0
1.0,20778.0
4.0,20831.0
0.0,20883.0
1.0,20935.0
3.0,20987.0
0.0,21036.0
1.0,21088.0
1.0,21140.0
4.0,21191.0
4.0,21243.0
1.0,21295.0
3.0,21346.0
2.0,21397.0
0.0,21448.0
3.0,21498.0
4.0,21548.0
3.0,21599.0
4.0,21650.0
3.0,21701.0
2.0,21753.0
2.0,21804.0
1.0,21858.0
0.0,21909.0
3.0,21962.0
3.0,22013.0
1.0,22065.0
1.0,22117.0
2.0,22167.0
3.0,22217.0
4.0,22268.0
4.0,22321.0
3.0,22373.0
0.0,22422.0
4.0,22473.0
0.0,22526.0
3.0,22577.0
0.0,22629.0
3.0,22681.0
4.0,22733.0
0.0,22785.0
3.0,22838.0
4.0,22888.0
1.0,22939.0
0.0,22989.0
4.0,23042.0
3.0,23095.0
1.0,23145.0
3.0,23197.0
2.0,23247.0
4.0,23298.0
3.0,23351.0
3.0,23402.0
4.0,23452.0
4.0,23502.0
4.0,23553.0
2.0,23605.0
3.0,23657.0
1.0,23708.0
2.0,23760.0
3.0,23810.0
0.0,23861.0
2.0,23912.0
3.0,23964.0
2.0,24016.0
0.0,24069.0
0.0,24119.0
1.0,24171.0
4.0,24223.0
2.0,24272.0
0.0,24325.0
3.0,24375.0
4.0,24428.0
3.0,24478.0
4.0,24529.0
2.0,24582.0
1.0,24634.0
1.0,24687.0
0.0,24737.0
4.0,24789.0
2.0,24840.0
2.0,24893.0
0.0,24943.0
4.0,24995.0
0.0,25047.0
1.0,25097.0
2.0,25149.0
2.0,25201.0
1.0,25254.0
2.0,25306.0
2.0,25359.0
2.0,25410.0
4.0,25462.0
2.0,25514.0
4.0,25567.0
1.0,25617.0
1.0,25670.0
4.0,25723.0
0.0,25773.0
2.0,25824.0
0.0,25874.0
4.0,25925.0
3.0,25975.0
1.0,26028.0
3.0,26080.0
2.0,26132.0
4.0,26182.0
